/home/ksw38/MachineTranslation/mediapipe_res_chicago//aslized,ben_jarashow_1745,r
/home/ksw38/MachineTranslation/mediapipe_res_chicago//aslized,ben_jarashow_1759,r
/home/ksw38/MachineTranslation/mediapipe_res_chicago//aslized,ben_jarashow_1760,r
/home/ksw38/MachineTranslation/mediapipe_res_chicago//aslized,ben_jarashow_7219,l
/home/ksw38/MachineTranslation/mediapipe_res_chicago//aslized,ben_jarashow_7220,l
/home/ksw38/MachineTranslation/mediapipe_res_chicago//aslized,ben_jarashow_7221,l
/home/ksw38/MachineTranslation/mediapipe_res_chicago//aslized,ben_jarashow_7222,l
/home/ksw38/MachineTranslation/mediapipe_res_chicago//aslized,ben_jarashow_7223,l
/home/ksw38/MachineTranslation/mediapipe_res_chicago//aslized,ben_jarashow_7224,l
/home/ksw38/MachineTranslation/mediapipe_res_chicago//aslized,ben_jarashow_7225,l
/home/ksw38/MachineTranslation/mediapipe_res_chicago//aslized,elsie_stecker_0001,r
/home/ksw38/MachineTranslation/mediapipe_res_chicago//aslized,elsie_stecker_0002,r
/home/ksw38/MachineTranslation/mediapipe_res_chicago//aslized,elsie_stecker_0003,r
/home/ksw38/MachineTranslation/mediapipe_res_chicago//aslized,elsie_stecker_0004,r
/home/ksw38/MachineTranslation/mediapipe_res_chicago//aslized,elsie_stecker_0005,r
/home/ksw38/MachineTranslation/mediapipe_res_chicago//aslized,elsie_stecker_0006,l
/home/ksw38/MachineTranslation/mediapipe_res_chicago//aslized,elsie_stecker_0007,r
/home/ksw38/MachineTranslation/mediapipe_res_chicago//aslized,elsie_stecker_0008,l
/home/ksw38/MachineTranslation/mediapipe_res_chicago//aslized,elsie_stecker_0009,r
/home/ksw38/MachineTranslation/mediapipe_res_chicago//aslized,elsie_stecker_0010,r
/home/ksw38/MachineTranslation/mediapipe_res_chicago//aslized,elsie_stecker_0011,r
/home/ksw38/MachineTranslation/mediapipe_res_chicago//aslized,elsie_stecker_0012,r
/home/ksw38/MachineTranslation/mediapipe_res_chicago//aslized,elsie_stecker_0013,r
/home/ksw38/MachineTranslation/mediapipe_res_chicago//aslized,elsie_stecker_0014,r
/home/ksw38/MachineTranslation/mediapipe_res_chicago//aslized,elsie_stecker_0015,r
/home/ksw38/MachineTranslation/mediapipe_res_chicago//aslized,elsie_stecker_0016,r
/home/ksw38/MachineTranslation/mediapipe_res_chicago//aslized,elsie_stecker_0017,r
/home/ksw38/MachineTranslation/mediapipe_res_chicago//aslized,elsie_stecker_0018,r
/home/ksw38/MachineTranslation/mediapipe_res_chicago//aslized,elsie_stecker_0019,r
/home/ksw38/MachineTranslation/mediapipe_res_chicago//aslized,elsie_stecker_0020,r
/home/ksw38/MachineTranslation/mediapipe_res_chicago//aslized,elsie_stecker_0021,l
/home/ksw38/MachineTranslation/mediapipe_res_chicago//aslized,elsie_stecker_0022,r
/home/ksw38/MachineTranslation/mediapipe_res_chicago//aslized,elsie_stecker_0023,r
/home/ksw38/MachineTranslation/mediapipe_res_chicago//aslized,elsie_stecker_0024,r
/home/ksw38/MachineTranslation/mediapipe_res_chicago//aslized,elsie_stecker_0025,r
/home/ksw38/MachineTranslation/mediapipe_res_chicago//aslized,elsie_stecker_0026,r
/home/ksw38/MachineTranslation/mediapipe_res_chicago//aslized,elsie_stecker_0027,r
/home/ksw38/MachineTranslation/mediapipe_res_chicago//aslized,elsie_stecker_0028,l
/home/ksw38/MachineTranslation/mediapipe_res_chicago//aslized,elsie_stecker_0029,r
/home/ksw38/MachineTranslation/mediapipe_res_chicago//aslized,elsie_stecker_0030,r
/home/ksw38/MachineTranslation/mediapipe_res_chicago//aslized,elsie_stecker_0031,r
/home/ksw38/MachineTranslation/mediapipe_res_chicago//aslized,elsie_stecker_0032,r
/home/ksw38/MachineTranslation/mediapipe_res_chicago//aslized,elsie_stecker_0033,r
/home/ksw38/MachineTranslation/mediapipe_res_chicago//aslized,elsie_stecker_0034,r
/home/ksw38/MachineTranslation/mediapipe_res_chicago//aslized,elsie_stecker_0035,r
/home/ksw38/MachineTranslation/mediapipe_res_chicago//aslized,elsie_stecker_0036,r
/home/ksw38/MachineTranslation/mediapipe_res_chicago//aslized,elsie_stecker_0037,r
/home/ksw38/MachineTranslation/mediapipe_res_chicago//aslized,elsie_stecker_0038,r
/home/ksw38/MachineTranslation/mediapipe_res_chicago//aslized,elsie_stecker_0039,r
/home/ksw38/MachineTranslation/mediapipe_res_chicago//aslized,elsie_stecker_0040,r
/home/ksw38/MachineTranslation/mediapipe_res_chicago//aslized,elsie_stecker_0041,r
/home/ksw38/MachineTranslation/mediapipe_res_chicago//aslized,elsie_stecker_0042,r
/home/ksw38/MachineTranslation/mediapipe_res_chicago//aslized,elsie_stecker_0043,l
/home/ksw38/MachineTranslation/mediapipe_res_chicago//aslized,elsie_stecker_0044,r
/home/ksw38/MachineTranslation/mediapipe_res_chicago//aslized,elsie_stecker_0045,r
/home/ksw38/MachineTranslation/mediapipe_res_chicago//aslized,elsie_stecker_0046,r
